compound_id,smiles_raw,iupac_name,lcms_text,nan,flag_asterisk,provenance_file,provenance_sheet,provenance_row
Example 560a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(=O)O)C=N3)CC3=NC=CC=C3F)=C\C=C\2N=C1N,6-((2-amino-N-((3-fluoropyridin-2-yl)methyl)-3-methylquinoline-6- carboxamido)methyl)nicotinic acid,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,370
Example 560,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(=O)N(C)C)C=N3)CC3=NC=CC=C3F)=C/C=C\2N=C1N,2-amino-N-((5-(dimethylcarbamoyl)-2-pyridinyl)methyl)-N-((3-fluoro-2- pyridinyl)methyl)-3-methyl-6-quinolinecarboxamide,473,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,371
Example 561a,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(=O)O)C=N3)[C@H](C)C3=NC=CC=C3F)=C\C=C\2N=C1N,nan,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,372
Example 561,CC1=CC2=C\C(C(=O)N(CC3=CC=C(C(=O)N(C)C)C=N3)[C@H](C)C3=NC=CC=C3F)=C/C=C\2N=C1N,2-amino-N-((5-(dimethylcarbamoyl)-2-pyridinyl)methyl)-N-((lR)-l-(3- fluoro-2-pyridinyl)ethyl)-3-methyl-6-quinolinecarboxamide,487,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,373
Example 562a,FC(F)(F)C1=CN=C(CNCC2CCC2)C=C1,nan,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,374
Example 562,CC1=C/C2=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCC3)=CC=C2/N=C\1N,2-amino-N-(cyclobutylmethyl)-3-methyl-N-[[5-(trifluoromethyl)-2- pyridyl]methyl]quinoline-6-carboxamide (Method C-l),429.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,375
Example 563,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCCCC4)C=C3)CC3=C4C=CNC4=NC=C3)=C/C2=C1,"2-am ino-3 -methy l-N-[[4-(l- piperidyl)phenyl]methyl]-N- (IH-pyrrolo [2,3 -b]pyridin-4-ylmethyl)quinoline-6- carboxamide",505.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,376
Example 564,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CSN=N3)=C/C2=C1,2-amino-3-methyl-N-(thiadiazol- 4-ylmethyl)-N-[[5- (trifluoromethy 1) -2-pyridy l]methy 1] quinoline-6-carboxamide,459.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,377
Example 565,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C(C)N=CS3)=C/C2=C1,2-am ino-3 -methy 1-N- [(4- methylthiazol-5-yl)methyl] -N- [[5-(trifluoromethyl)-2-pyridy I]methy 1] quinoline-6-carboxamide,471.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,378
Example 566,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(CO)C(F)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2 -amino -N- [ [3 -fluoro -4- (hy droxymethy l)pheny l]methy 1] - 3-methyl-N-[[5-(trifluoromethy 1) -2- pyridy l]methy 1] quinoline-6- carboxamide,499.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,379
Example 567,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CNC4=C3C=CC=C4)=C/C2=C1,2-amino-N-(lH-indol-3- y Imethy 1) -3 -methy 1-N - [ [5 - (trifluoromethyl) -2- pyridy l]methy 1] quinoline-6- carboxamide,490.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,380
Example 568,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CN=C(N)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-[(6-amino-3- pyridy l)methy 1] -3 -methy 1-N - [ [5 - (trifluoromethyl) -2- pyridy l]methy 1] quinoline-6- carboxamide,467.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,381
Example 569,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C4OCC(=O)NC4=C3)CC3=CC=CC=C3F)=C/C2=C1,"2-amino -N-[(2- fluoropheny l)methy 1] -3 -methy 1- N-[(3-oxo-4H-l,4-benzoxazin-6- y l)methy 1] quinoline-6- carboxamide",471.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,382
Example 570,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C=C4\NC(=O)N\C4=C\3)=C\C2=C\1,"2-amino-3-methyl-N-((2-oxo- 2,3-dihydro-lH- benzo[d]imidazol-5-yl)methyl)- N-((5-(trifluoromethyl)pyridin- 2 -y l)methy 1) quinoline -6 - carboxamide",507.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,383
Example 571,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCC(C(N)=O)CC4)C=C3)CC(C)C3CC3)=C/C2=C1,2-amino-N-(4-(4- carbamoy Ipiperidin-1 - yl)benzyl)-N-(2- cy clopropylpropy 1)-3 - methylquinoline-6-carboxamide,500.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,384
Example 572,CC1=C(CN(CC2=CC=C(N3CCC(C(N)=O)CC3)C=C2)C(=O)C2=CC3=C/C(C)=C(N)/N=C\3C=C2)SC=N1,2-amino-N-(4-(4- carbamoy Ipiperidin-1 - y l)benzy 1) -3 -methy 1-N-((4- methylthiazol-5- yl)methyl)quinoline-6- carboxamide,529.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,385
Example 573,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCC(C(N)=O)CC4)C=C3)CC3=CC=NC4=C3C=CN4)=C/C2=C1,"N-((lH-pyrrolo[2,3-b]pyridin-4- yl)methyl)-2-amino-N-(4-(4- carbamoy Ipiperidin-1 - yl)benzyl)-3-methylquinoline-6- carboxamide",548.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,386
Example 574,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCCCC4)C=C3)CC3(C#N)CC3)=C/C2=C1,2-amino-N-((l- cyanocyclopropyl)methyl)-3- methy l-N-(4-(piperidin-1 - yl)benzyl)quinoline-6- carboxamide,454.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,387
Example 575,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC(C)C3CC3)=C/C2=C1,2-amino-N-(2- cyclopropylpropyl)-3-methyl-N- ((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,443.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,388
Example 576,CC1=C(N)N=C2/C=C\C(C(=O)N(CCC3=NOC=N3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,"N-(2-(l,2,4-oxadiazol-3- y l)ethy 1) -2 -amino -3 -methy 1-N - ((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",457.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,389
Example 577,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3(C#N)CC3)=C/C2=C1,2-amino -N-((1- cyanocyclopropyl)methyl)-3- methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,440.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,390
Example 578,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C(C)C4=C(C=CC=C4)N3C)=C/C2=C1,"2-amino-N-((l,3-dimethyl-lH- indol-2-yl)methyl)-3-methyl-N- ((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",518.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,391
Example 579a,CC1=C(CNCC2=NC=C(C(F)(F)F)C=C2)N=CO1,nan,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,392
Example 579,CC1=CC2=C/C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C(C)OC=N3)=C\C=C\2N=C1N,2-amino-3-methyl-N-[(5-methyloxazol-4-yl)methyl]-N-[[5-(trifluoromethyl)-2- pyridyl] methyl] quinoline-6-carboxamide,456.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,393
Example 580,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=COC=N3)=C/C2=C1,2-amino-3-methyl-N-(oxazol-4- ylmethyl)-N-[[5- (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,442.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,394
Example 581,CC1=CC2=C(CCC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC=NC4=C3C=CN4)C2)N=C1N,"N-(( 1 H-pyrrolo [2,3 -b] py ridin-4- yl)methyl)-2-amino-3-methyl-N- ((5-(trifluoromethyl)pyridin-2- yl)methy 1)-5,6,7,8- tetrahydroquinoline-6- carboxamide",481.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,395
Example 582,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC(Cl)=CN3C)=C\C2=C\1,2-amino-N-((4-chloro-1 -methyl- lH-pyrrol-2-yl)methyl)-3-methyl- N-((5-(trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,488.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,396
Example 583,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CNC=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,N-((lH-pyrrol-3-y l)methy 1)-2- amino-3-methyl-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,440.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,397
Example 584,CCOC(C)CN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-(2-ethoxypropyl)-3- methyl-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,447.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,398
Example 585,CC1=C(N)N=C2/C=C\C(C(=O)N(CCC3=NOC=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-(2-(isoxazol-3 - yl)ethyl)-3-methyl-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,456.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,399
Example 586,CCC1=CSC(CN(CC2=CC=C(C(F)(F)F)C=N2)C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)=N1,2-amino-N-((4-ethylthiazol-2-yl)methy 1)-3 -methy l-N-((5 -(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,486.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,400
Example 587,CC1=C(C)N=C2/C=C\C(C(=O)N(CC3=CC=CC=C3F)C3CC(C4=CC=C(OC(F)(F)F)C=C4)C3)=C/C2=C1,2-amino-N-(2 -fluorobenzy 1)-3-methyl-N-(3-(4-(trifluoromethoxy)phenyl)cyclobutyl)quinoline-6-carboxamide,524.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,401
Example 588,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=NC=C3F)CC3=C/C4=C(\C=C/3)NC(=O)N4)=C\C2=C\1,"2-amino-N-((3 -fluoropy ridin-4- yl)methyl)-3-methyl-N-((2-oxo- 2,3-dihydro-lH-benzo [d] imidazol-5 - yl)methyl)quinoline-6- carboxamide",457.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,402
Example 589,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=C/C4=C(\C=C/3)NC(=O)N4)C/C3=C/C=N\C4=C3C=CN4)=C/C2=C1,"N-(( 1 H-pyrrolo [2,3 -b] py ridin-4- yl)methyl)-2-amino-3-methyl-N- ((2-oxo-2,3 -dihydro-1H- benzo [d] imidazol-5 - y l)methy 1) quinoline -6 - carboxamide",478.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,403
Example 590,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC(F)=CN=C3)CC3=CC=CC=C3F)=C/C2=C1,2-amino-N-(2 -fluorobenzy 1)-N-((5 -fluoropy ridin-3 -y l)methy 1) -3 -methylquinoline-6-carboxamide,419.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,404
Example 591,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC(C)C(F)(F)F)=C/C2=C1,"2-amino-3 -methy 1-N-(3,3,3 - trifluoro-2 -methylpropyl)-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide",471.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,405
Example 592,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC(O)C(F)(F)F)=C/C2=C1,"2-amino-3 -methy 1-N-(3,3,3 - trifluoro-2 -hydroxypropyl)-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide",473.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,406
Example 593,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3COCC4=C3C=CC=C4)=C/C2=C1,2-amino-N-(isochroman-4-y 1)-3- methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,493.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,407
Example 594,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC(C)(C)C4=C3C=CC=C4)=C/C2=C1,"2-amino-N-(3,3 -dimethy 1-2,3 - dihydro-1 H-inden-1 -y 1) -3 -methy l- N-((5-(trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide",505.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,408
Example 595,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC(C)C4=C3C=CC=C4)=C/C2=C1,"2-amino-3-methyl-N-(3-methyl- 2,3 -dihydro- IH-inden-1 -yl)-N- ((5-(trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide",491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,409
Example 596,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCOCC3C)=C\C2=C\1,2-amino-3-methyl-N-((3- methyltetrahydro-2H-pyran-4- yl)methyl)-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,473.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,410
Example 597a,FC1=CC(CNCC2=NC=C(C(F)(F)F)C=C2)=CN=C1,nan,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,411
Example 597,CC1=CC2=C/C(C(=O)N(CC3=CC(F)=CN=C3)CC3=CC=C(C(F)(F)F)C=N3)=C\C=C\2N=C1N,2-amino-N-((5-fluoropyridin-3-yl)methyl)-3-methyl-N-((5- (trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,470.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,412
Example 598,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CN=C4NC=CC4=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,"2-amino-3 -methy 1-N-(1H- pyrrolo [2,3 -b]pyridin-5 - ylmethyl)-N-[[5- (trifluoromethy 1) -2- pyridyl]methyl]quinoline-6- carboxamide",491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,413
Example 599,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C/C3=C/C4=C(CCC4)NC3=O)=C/C2=C1,"2-amino-3 -methy 1-N - [(2-oxo- 1,5,6,7- tetrahydrocyclopenta[b]pyridin- 3-yl)methyl]-N-[[5- (trifluoromethy 1) -2- pyridyl]methyl]quinoline-6- carboxamide",508.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,414
Example 600,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC(O)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-[(3- hy droxypheny l)methy 1] -3 - methy 1-N - [ [ 5 - (trifluoromethy 1) - 2-pyridy l]methy 1] quinoline-6- carboxamide,467.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,415
Example 601,CC1=C(N)/N=C2/C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCC4=C3C=CC=C4)=C/C2=C\1,2-amino-N - [(1R) -indan-1 -y 1] -3 - methyl-N-[[5-(trifluoromethyl)- 2-pyridyl]methyl]quinoline-6- carboxamide,477.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,416
Example 602,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC(C)C4=C3C=CC=C4)=C/C2=C1,"2-amino-3-methyl-N-(4-methyl- 1,2,3,4-tetrahydronaphthalen-1 - yl)-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",505.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,417
Example 603,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4=C3C=CN4)=C/C2=C1,"2-am ino-3-methyl-N-(4,5,6,7- tetrahydro-1 H-indol-4-y l)-N-((5 - (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",480.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,418
Example 604,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4=C3S/C(C)=N\4)=C/C2=C1,"2-am ino-3 -methyl-N-(2 -methy 1- 4,5,6,7- tetrahydrobenzo[d]thiazol-7-yl)- N-((5-(trifluoromethyl)pyridin- 2-yl)methyl)quinoline-6- carboxamide",512.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,419
Example 605,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4=NN(C)C=C43)=C/C2=C1,"2-am ino-3 -methyl-N-(2 -methy 1- 4,5,6,7-tetrahydro-2H-indazol-4- yl)-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",495.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,420
Example 606,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4=C3/C=C\O4)=C/C2=C1,"2-am ino-3-methyl-N-(4,5,6,7- tetrahy drobenzofuran-4-y 1) -N - ((5 -(trifluoromethy l)pyridin-2- yl)methyl)quinoline-6- carboxamide",481.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,421
Example 607,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC4=C3C=C(Cl)S4)=C/C2=C1,"2-amino-N-(2-chloro-5,6- dihydro-4H- cyclopenta[b]thiophen-4-yl)-3- methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",517.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,422
Example 608,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3COC4=C3C=CC=C4)=C/C2=C1,"2-amino-N-(2,3- dihydrobenzofuran-3 -y 1)-3 - methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",479.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,423
Example 609,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3C4=C(C=CC=C4)C[C@H]3O)=C/C2=C1,"2-am ino-N-((lR,2R)-2-hydroxy- 2,3 -dihydro- 1 H-inden-1 -y 1)-3 - methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",493.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,424
Example 610,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3COC4=C3C=CC(C)=C4C)=C/C2=C1,"2-amino-N-(6,7-dimethy 1-2,3- dihydrobenzofuran-3 -y 1)-3 - methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",507.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,425
Example 611,COC(CN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1)C(F)(F)F,"2-am ino-3 -methy 1-N-(3,3,3- trifluoro -2 -methoxy propyl) -N - ((5 -(trifluoromethy l)pyridin-2- yl)methyl)quinoline-6- carboxamide",487.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,426
Example 612,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC(O)C3)=C/C2=C1,2-amino-N-(3- hy droxy cyclohexy 1)-3 -methy 1- N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,459.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,427
Example 613,COC(CN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1)C(C)C,2-am ino-N-(2 -methoxy -3- methylbuty 1)-3 -methy 1-N-((5- (trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,461.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,428
Example 614,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCN4C=CN=C4C3)=C/C2=C1,"2-amino-3 -methy 1-N-((5,6,7,8- tetrahydroimidazo [ 1,2-a]pyridin- 7-yl)methyl)-N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide",495.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,429
Example 615,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC=C4C=CNC4=N3)=C/C2=C1,"N-((lH-pyrrolo[2,3-b]pyridin-6- yl)methyl)-2-amino-3-methyl-N-((5 -(trifluoromethy l)pyridin-2- yl)methyl)quinoline-6- carboxamide",491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,430
Example 616,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C=C4\NC(N)=N\C4=C\3)=C/C2=C1,2-amino-N-((2-amino-lH- benzo [d]imidazol-5 -y l)methyl)- 3-methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,506.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,431
Example 617,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCC4=C(C3)/N=C\N4)=C/C2=C1,"2-amino-3 -methy 1-N-((4,5,6,7- tetrahydro-lH- benzo [d]imidazol-5 -y l)methyl)- N-((5-(trifluoromethy l)pyridin- 2-yl)methyl)quinoline-6- carboxamide",495.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,432
Example 618,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C\C=C4\NN=C\C4=C\3)=C/C2=C1,N-((lH-indazol-5-y l)methy 1)-2- amino-3-methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,433
Example 619,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C=C4\C=NN\C4=C\3)=C/C2=C1,N-((lH-indazol-6-y l)methy 1)-2- amino-3-methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,434
Example 620,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C=C4\NC(=O)O\C4=C\3)=C/C2=C1,"2-amino-3 -methy 1-N-((2-oxo-2,3 -dihydrobenzo [d]oxazol-6-yl)methyl)-N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide",508.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,435
Example 621,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C4=NC=CN4/C=C\3)=C/C2=C1,"2-amino-N-(imidazo [1,2-a]pyridin-7-ylmethyl)-3-methyl-N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide",491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,436
Example 622,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C4=C(C=CO4)/C=C\3)=C/C2=C1,2-amino-N-(benzofuran-6-ylmethyl)-3-methyl-N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,491.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,437
Example 623,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C/C4=C(\C=C/3)NC=C4)=C/C2=C1,N-((lH-indol-5-yl)methy 1)-2-amino-3-methyl-N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,490.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,438
