compound_id,assay_id,panel_id,cell_line,value_raw,value_num,unit,censor,assay_label,provenance_file,provenance_sheet,provenance_row,meas_kind,table_id,compound_name_raw
36,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,36,IC50,table14,
37,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,37,IC50,table14,
38,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,38,IC50,table14,
39,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,39,IC50,table14,
40,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,40,IC50,table14,
41,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,41,IC50,table14,
42,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,42,IC50,table14,
43,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,43,IC50,table14,
44,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.24 μM,1.24,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,44,IC50,table14,
45,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,45,IC50,table14,
46,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.96 μM,1.96,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,46,IC50,table14,
47,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,47,IC50,table14,
48,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,48,IC50,table14,
49,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,49,IC50,table14,
50,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.43 μM,1.43,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,50,IC50,table14,
51,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.13 μM,1.13,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,51,IC50,table14,
52,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,52,IC50,table14,
53,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,53,IC50,table14,
54,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,54,IC50,table14,
55,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.33 μM,1.33,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,55,IC50,table14,
56,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.11 μM,1.11,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,56,IC50,table14,
57,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.92 μM,1.92,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,57,IC50,table14,
58,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.92 μM,0.92,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,58,IC50,table14,
59,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.14 μM,1.14,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,59,IC50,table14,
60,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.71 μM,1.71,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,60,IC50,table14,
61,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,61,IC50,table14,
62,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,62,IC50,table14,
63,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,63,IC50,table14,
64,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.95 μM,0.95,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,64,IC50,table14,
65,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,65,IC50,table14,
66,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,66,IC50,table14,
67,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,67,IC50,table14,
68,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.97 μM,0.97,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,68,IC50,table14,
69,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.08 μM,1.08,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,69,IC50,table14,
70,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.04 μM,1.04,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,70,IC50,table14,
71,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.11 μM,1.11,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,71,IC50,table14,
72,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.83 μM,0.83,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,72,IC50,table14,
73,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.34 μM,1.34,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,73,IC50,table14,
74,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.81 μM,0.81,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,74,IC50,table14,
75,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.86 μM,0.86,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,75,IC50,table14,
76,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.24 μM,1.24,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,76,IC50,table14,
77,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.90 μM,0.9,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,77,IC50,table14,
78,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.29 μM,1.29,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,78,IC50,table14,
79,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,79,IC50,table14,
80,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,80,IC50,table14,
81,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,81,IC50,table14,
82,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,82,IC50,table14,
83,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.42 μM,1.42,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,83,IC50,table14,
84,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.87 μM,0.87,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,84,IC50,table14,
85,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,85,IC50,table14,
86,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.06 μM,1.06,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,86,IC50,table14,
87,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,87,IC50,table14,
88,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,88,IC50,table14,
89,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.84 μM,1.84,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,89,IC50,table14,
90,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,90,IC50,table14,
91,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,91,IC50,table14,
92,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,92,IC50,table14,
93,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,93,IC50,table14,
94,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,94,IC50,table14,
95,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.77 μM,0.77,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,95,IC50,table14,
96,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.49 μM,1.49,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,96,IC50,table14,
97,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.20 μM,1.2,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,97,IC50,table14,
98,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.38 μM,1.38,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,98,IC50,table14,
99,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.80 μM,0.8,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,99,IC50,table14,
100,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,100,IC50,table14,
101,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,1.82 μM,1.82,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,101,IC50,table14,
102,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.83 μM,0.83,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,102,IC50,table14,
103,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,103,IC50,table14,
104,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,0.87 μM,0.87,μM,,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,104,IC50,table14,
105,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,105,IC50,table14,
106,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,106,IC50,table14,
107,assay.cell.cytotoxicity.ic50.um.blca.253j,blca,253J,> 2 μM,2,μM,gt,253J,raw/2017_1020170094694_raw.xlsx,표5~표14,107,IC50,table14,
1,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.67 μM,1.67,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,1,IC50,table5,
2,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,2,IC50,table5,
3,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,3,IC50,table5,
4,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.91 μM,1.91,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,4,IC50,table5,
5,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,5,IC50,table5,
6,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.69 μM,1.69,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,6,IC50,table5,
7,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,7,IC50,table5,
8,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,8,IC50,table5,
9,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.63 μM,1.63,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,9,IC50,table5,
10,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,10,IC50,table5,
11,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,11,IC50,table5,
12,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,12,IC50,table5,
13,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,13,IC50,table5,
14,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,14,IC50,table5,
15,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,15,IC50,table5,
16,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,16,IC50,table5,
17,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,17,IC50,table5,
18,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,18,IC50,table5,
19,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,19,IC50,table5,
20,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,20,IC50,table5,
21,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,21,IC50,table5,
22,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,22,IC50,table5,
23,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,23,IC50,table5,
24,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,24,IC50,table5,
25,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,25,IC50,table5,
26,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.60 μM,1.6,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,26,IC50,table5,
27,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,27,IC50,table5,
28,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.03 μM,1.03,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,28,IC50,table5,
29,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.33 μM,1.33,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,29,IC50,table5,
30,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,30,IC50,table5,
31,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.23 μM,1.23,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,31,IC50,table5,
32,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,32,IC50,table5,
33,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,33,IC50,table5,
34,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,34,IC50,table5,
35,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,35,IC50,table5,
36,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,36,IC50,table5,
37,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,37,IC50,table5,
38,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,38,IC50,table5,
39,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,39,IC50,table5,
40,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,40,IC50,table5,
41,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,41,IC50,table5,
42,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,42,IC50,table5,
43,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,43,IC50,table5,
44,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.35 μM,1.35,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,44,IC50,table5,
45,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,45,IC50,table5,
46,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.77 μM,1.77,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,46,IC50,table5,
47,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,47,IC50,table5,
48,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,48,IC50,table5,
49,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,49,IC50,table5,
50,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.47 μM,1.47,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,50,IC50,table5,
51,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.07 μM,1.07,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,51,IC50,table5,
52,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,52,IC50,table5,
53,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,53,IC50,table5,
54,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,54,IC50,table5,
55,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,55,IC50,table5,
56,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,56,IC50,table5,
57,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,57,IC50,table5,
58,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,58,IC50,table5,
59,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,59,IC50,table5,
60,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,60,IC50,table5,
61,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,61,IC50,table5,
62,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,62,IC50,table5,
63,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,63,IC50,table5,
64,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.52 μM,1.52,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,64,IC50,table5,
65,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,65,IC50,table5,
66,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,66,IC50,table5,
67,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,67,IC50,table5,
68,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.46 μM,1.46,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,68,IC50,table5,
69,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.62 μM,1.62,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,69,IC50,table5,
70,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.73 μM,1.73,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,70,IC50,table5,
71,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.51 μM,1.51,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,71,IC50,table5,
72,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.64 μM,1.64,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,72,IC50,table5,
73,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,73,IC50,table5,
74,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.60 μM,1.6,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,74,IC50,table5,
75,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.57 μM,1.57,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,75,IC50,table5,
76,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,76,IC50,table5,
77,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.68 μM,1.68,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,77,IC50,table5,
78,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,78,IC50,table5,
79,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,79,IC50,table5,
80,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,80,IC50,table5,
81,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,81,IC50,table5,
82,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,82,IC50,table5,
83,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.37 μM,1.37,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,83,IC50,table5,
84,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,84,IC50,table5,
85,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,> 2 μM,2,μM,gt,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,85,IC50,table5,
86,assay.cell.cytotoxicity.ic50.um.blca.5637,blca,5637,1.36 μM,1.36,μM,,5637,raw/2017_1020170094694_raw.xlsx,표5~표14,86,IC50,table5,
