compound_id,iupac_name,smiles_raw,KRAS-SOS1 Interaction,KRAS-Activation by SOS high GTP,KRAS-Activation by SOS no GTP,EGFR kinase inhibition IC50,provenance_file,provenance_sheet,provenance_row
296,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-1H-indole-2-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC(=O)C=2NC3=CC=CC=C3C2)C=C(C=C1)F,0.34,0.48,1.18e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,297
297,"2-{[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]amino}ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNCCO)C=CC=C1,4.88e-08,5.78e-08,8.08e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,298
298,"2-{[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl](methyl)amino}ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN(CCO)C)C=CC=C1,4.72e-08,4.93e-08,5.88e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,299
299,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-N2-phenylglycinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC(CNC2=CC=CC=C2)=O)C=C(C=C1)F,9.48e-07,1.23e-06,1.88e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,300
300,"6,7-dimethoxy-2-methyl-N-{1-[5-(2-{[(2,2,2-trifluoroethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNCC(F)(F)F,3.15e-06,3.07e-06,5.08e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,301
301,"6,7-dimethoxy-2-methyl-N-[1-(5-{2-[(pyridin-2-ylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC1=NC=CC=C1,7.99e-07,9.31e-07,1.93e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,302
302,"6,7-dimethoxy-2-methyl-N-[1-(5-{2-[(1H-pyrazol-3-ylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC1=NNC=C1,7.87e-07,1.26e-06,1.54e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,303
303,"1-(3,4-dihydroisoquinolin-2(1H)-yl)-2-{[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]amino}ethanone",C1N(CCC2=CC=CC=C12)C(CNCC1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,7.24e-07,8.49e-07,8.89e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,304
304,"N-[1-{5-[4-fluoro-2-({[(1-methyl-1H-imidazol-2-yl)methyl]amino}methyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC1=CC(=C(C=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)CNCC=1N(C=CN1)C,4.17e-07,4.69e-07,3.99e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,305
305,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(piperazin-1-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine hydrochloride",Cl.COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CCNCC1,6.18e-08,5.52e-08,5.84e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,306
306,"tert-butyl4-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]piperazine-1-carboxylate",C(C)(C)(C)OC(=O)N1CCN(CC1)CC1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.45,4.29e-06,7.94e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,307
307,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC(C)=O)C=C(C=C1)F,5.89e-07,5.93e-07,7.8e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,308
308,"6,7-dimethoxy-2-methyl-N-[1-(5-{2-[(4-methylpiperazin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CCN(CC1)C,2.8e-07,2.29e-07,2.2e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,309
309,"(3S)-{[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]amino}-1-methylpyrrolidin-2-one",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN[C@@H]2C(N(CC2)C)=O)C=CC=C1,1.32e-06,6.99e-07,8.8e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,310
310,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-1H-pyrazole-3-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC(=O)C2=NNC=C2)C=C(C=C1)F,5.82e-06,1.34e-06,5.76e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,311
311,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(morpholin-4-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CCOCC1,7.83e-07,5.13e-07,8.29e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,312
312,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]azetidin-3-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CC(C2)O)C=CC=C1,6.82e-08,6.65e-08,7.32e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,313
313,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-2,5,7-triazaspiro[34]octan-6-one",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CC3(C2)NC(NC3)=O)C=CC=C1,1.87e-07,1.62e-07,1.5e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,314
314,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-L-prolinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC([C@H]2NCCC2)=O)C=C(C=C1)F,1.84e-07,8.73e-08,9.01e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,315
315,"N-{1-[5-(2-{[(2,2-difluoroethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",FC(CNCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)F,7.77e-07,9.67e-07,1.28e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,316
316,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-prolinamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CNC([C@H]2NCCC2)=O)C=C(C=C1)F,2.71e-07,2.84e-07,3.98e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,317
317,"N-[1-{5-[2-(azetidin-1-ylmethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",N1(CCC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,7.8e-08,8.27e-08,8.84e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,318
318,"{1-[(2S)-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]azetidin-2-yl}methanol",nan,1.71e-07,1.67e-07,2.21e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,319
319,"N-{1-[5-(2-{[3-(dimethylamino)azetidin-1-yl]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",CN(C1CN(C1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,1.84e-07,1.19e-07,1.27e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,320
320,"N-[1-(5-{2-[(3,3-difluoroazetidin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC1(CN(C1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)F,2.28e-06,1.39e-06,3.49e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,321
321,"6,7-dimethoxy-2-methyl-N-{1-[5-(2-{[methyl(2,2,2-trifluoroethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN(CC(F)(F)F)C,1.48e-05,6.24e-06,1.28e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,322
322,"N-[1-(5-{2-[(3-fluoroazetidin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC1CN(C1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.88e-07,2.47e-07,2.68e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,323
323,"N-[1-(5-{4-chloro-2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC1=CC(=C(C=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)CN(C)C,3.95e-08,7.29e-08,6.84e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,324
324,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanone",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)C(C)=O,1.29e-06,3.38e-06,8.84e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,325
325,"6,7-dimethoxy-2-methyl-N-[1-(5-{2-[2-(pyrrolidin-1-yl)ethoxy]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)OCCN1CCCC1,2.28e-07,4.43e-07,4.38e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,326
326,"6,7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine,enantiomer1",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=C(C1)C1=C(C=CC=C1)CNC,1.29e-08,2.91e-08,2.77e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,327
327,"6,7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine,enantiomer2",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=C(C1)C1=C(C=CC=C1)CNC,1.38e-06,1.94e-06,2.56e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,328
328,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine,enantiomer1",N1=C2N(C(=C1)C1=CC=C(S1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,1.42e-07,5.28e-07,8.89e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,329
329,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine,enantiomer2",N1=C2N(C(=C1)C1=CC=C(S1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,2.41e-06,6.47e-06,1.06e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,330
330,"6,7-dimethoxy-2-methyl-N-[1-(2-methyl-1-benzothiophen-4-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=CC2=C1C=C(S2)C,2.27e-07,3.65e-07,5.47e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,331
331,"6,7-dimethoxy-2-methyl-N-[1-(thieno[2,3-b]pyridin-4-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C(=NC=C1)SC=C2,9.19e-07,9.92e-07,3.17e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,332
332,"6,7-dimethoxy-2-methyl-N-[1-(thieno[2,3-c]pyridin-4-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C(=CN=C1)SC=C2,2.25e-06,2.62e-06,1.14e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,333
333,"6,7-dimethoxy-2-methyl-N-[1-(thieno[3,2-c]pyridin-4-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=NC=CC2=C1C=CS2,1.3e-05,6.28e-06,1.48e-05,1.64e-05,data/bronze/artifacts/2018_raw.xlsx,Sheet1,334
334,"N-{(1R)-1-[3-(3,5-dimethyl-1H-pyrazol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",CC1=NNC(=C1C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,3.82e-07,7.73e-07,1.41e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,335
335,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(5-methyl-1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1C,1.45e-07,3.71e-07,5.64e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,336
336,"N-{(1R)-1-[3-(3,5-dimethyl-1,2-oxazol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",CC1=NOC(=C1C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,6.87e-07,1.28e-06,1.99e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,337
337,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=CC=NN1,3.44e-07,8.08e-07,1.35e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,338
338,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)C,3.25e-07,8.38e-07,1.39e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,339
339,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-pyrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=CC=NN1C,8.15e-07,1.38e-06,1.99e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,340
340,"N-{(1R)-1-[3-(1H-imidazol-1-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1(C=NC=C1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,3.44e-07,9.09e-07,1.39e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,341
341,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-1-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)N1N=CC=C1,2.83e-06,3.73e-06,1.22e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,342
342,"N-{(1R)-1-[3-(1H-imidazol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1C=NC(=C1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.44e-07,9.93e-07,1.13e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,343
343,6-(benzyloxy)-N-[(1R)-1-(3-bromophenyl)ethyl]-7-methoxy-2-methylquinazolin-4-amine,C(C1=CC=CC=C1)OC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)Br,1.88e-06,1.81e-06,4.33e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,344
344,6-(benzyloxy)-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,C(C1=CC=CC=C1)OC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1,9.31e-07,1.19e-06,1.86e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,345
345,7-methoxy-2-methyl-4-({(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}amino)quinazolin-6-ol,COC1=C(C=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1)O,1.46e-05,7.84e-06,2.94e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,346
346,6-(cyclopropylmethoxy)-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,C1(CC1)COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1,3.42e-07,3.95e-07,5.76e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,347
347,"6,7-dimethoxy-2-methyl-N-[1-(thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=CC1,1.58e-05,9.95e-06,0.48,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,348
348,7-methoxy-6-(2-methoxyethoxy)-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,COC1=C(C=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1)OCCOC,8.93e-07,8.18e-07,7.53e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,349
349,"(1R)-1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]propan-1-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)[C@@H](CC)O,2.31e-07,6.49e-07,7.4e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,350
350,6-butoxy-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,C(CCC)OC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1,8.88e-07,7.38e-07,8.5e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,351
351,7-methoxy-2-methyl-6-(3-methylbutoxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,COC1=C(C=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1)OCCC(C)C,1.71e-06,1.29e-06,1.31e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,352
352,"tert-butyl{2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethyl}carbamate",C(C)(C)(C)OC(NCCC1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,1.6e-05,1.22e-05,1.82e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,353
353,7-methoxy-2-methyl-6-(propan-2-yloxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,COC1=C(C=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1)OC(C)C,3.8e-07,4.29e-07,4.53e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,354
354,7-methoxy-2-methyl-6-(oxetan-3-ylmethoxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,COC1=C(C=C2C(=NC(=NC2=C1)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1)OCC1COC1,3.13e-07,5.18e-07,8.77e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,355
355,6-ethoxy-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,C(C)OC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1,4.85e-07,5.71e-07,7.14e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,356
356,6-ethoxy-N-{(1R)-1-[3-(1-ethyl-1H-pyrazol-4-yl)phenyl]ethyl}-7-methoxy-2-methylquinazolin-4-amine,C(C)OC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CC,6.55e-07,7.77e-07,9.33e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,357
357,"N-[1-{5-[2-(2-aminoethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.12e-08,4.88e-08,6.92e-08,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,358
358,"tert-butyl{1-[2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethyl}carbamate",C(C)(C)(C)OC(NC(C)C1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,1.44e-06,1.53e-06,2.45e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,359
359,"N-[1-(5-{2-[1-aminoethyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NC(C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.34e-07,2.09e-07,2.99e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,360
360,"N-[1-(5-{2-[1-aminoethyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NC(C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.95e-07,1.41e-07,1.99e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,361
361,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(1H-pyrazol-4-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)C=1C=NNC1,2.48e-06,4.95e-06,8.8e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,362
362,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(phenylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC1=CC=CC=C1,0.28,0.27,0.3,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,363
363,6-bromo-N-[(1R)-1-(3-chlorophenyl)ethyl]-2-methylquinazolin-4-amine,BrC=1C=C2C(=NC(=NC2=CC1)C)N[C@H](C)C1=CC(=CC=C1)Cl,1.24e-05,1.13e-05,1.72e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,364
